,ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
0,01,1011.8 ,... ,1013.6 ,2018-05-01 09:10 ,1010.4 ,2018-05-01 16:52 ,26.6 ,31.3 ,2018-05-01 10:03 ,22.4 ,2018-05-01 05:12 ,... ,77 ,59 ,2018-05-01 09:59 ,1.5 ,236 ,9.3 ,289 ,2018-05-01 19:47 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
1,02,1010.8 ,... ,1012.2 ,2018-05-02 20:42 ,1009.6 ,2018-05-02 14:56 ,26.7 ,31.2 ,2018-05-02 10:36 ,22.2 ,2018-05-02 04:57 ,... ,78 ,50 ,2018-05-02 10:24 ,1.3 ,203 ,8.6 ,167 ,2018-05-02 09:48 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
2,03,1015.9 ,... ,1018.4 ,2018-05-03 21:39 ,1011.4 ,2018-05-03 00:25 ,22.8 ,25.7 ,2018-05-03 02:28 ,20.2 ,2018-05-03 22:22 ,... ,78 ,66 ,2018-05-03 10:43 ,2.2 ,15 ,12.6 ,35 ,2018-05-03 08:10 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
3,04,1017.9 ,... ,1019.1 ,2018-05-04 08:54 ,1016.7 ,2018-05-04 02:10 ,21.4 ,23.5 ,2018-05-04 10:46 ,19.4 ,2018-05-04 05:27 ,... ,84 ,70 ,2018-05-04 14:02 ,1.2 ,280 ,4.8 ,275 ,2018-05-04 05:57 ,0.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
4,05,1016.0 ,... ,1017.7 ,2018-05-05 00:04 ,1014.2 ,2018-05-06 00:00 ,24.4 ,28.2 ,2018-05-05 11:20 ,20.3 ,2018-05-05 05:29 ,... ,75 ,61 ,2018-05-05 07:29 ,1.7 ,282 ,9.7 ,314 ,2018-05-05 10:31 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
5,06,1010.8 ,... ,1014.6 ,2018-05-06 00:01 ,1008.4 ,2018-05-06 23:56 ,25.9 ,30.9 ,2018-05-06 11:49 ,21.2 ,2018-05-06 05:19 ,... ,80 ,53 ,2018-05-06 07:44 ,2.0 ,249 ,10.8 ,87 ,2018-05-06 09:35 ,14.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
6,07,1006.5 ,... ,1008.8 ,2018-05-07 08:33 ,1004.7 ,2018-05-07 17:19 ,25.9 ,29.7 ,2018-05-07 10:28 ,23.4 ,2018-05-07 23:04 ,... ,89 ,70 ,2018-05-07 10:14 ,0.9 ,20 ,8.4 ,280 ,2018-05-07 00:27 ,0.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
7,08,1007.4 ,... ,1012.5 ,2018-05-08 22:44 ,1003.8 ,2018-05-08 02:21 ,24.4 ,30.0 ,2018-05-08 13:01 ,21.2 ,2018-05-08 23:11 ,... ,88 ,68 ,2018-05-08 12:06 ,1.4 ,23 ,7.6 ,60 ,2018-05-08 16:26 ,7.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
8,09,1015.1 ,... ,1017.9 ,2018-05-09 21:53 ,1011.6 ,2018-05-09 01:31 ,21.7 ,24.8 ,2018-05-09 12:49 ,19.8 ,2018-05-09 05:58 ,... ,83 ,68 ,2018-05-09 12:50 ,1.2 ,248 ,7.4 ,32 ,2018-05-09 14:13 ,1.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
9,10,1016.6 ,... ,1018.6 ,2018-05-10 09:02 ,1015.3 ,2018-05-10 16:27 ,22.5 ,27.0 ,2018-05-10 10:27 ,20.1 ,2018-05-10 04:37 ,... ,72 ,51 ,2018-05-10 10:24 ,1.7 ,28 ,7.7 ,27 ,2018-05-10 09:11 ,0.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
