,ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
0,01,973.6 ,... ,975.1 ,2018-08-01 07:36 ,971.6 ,2018-08-01 16:12 ,29.3 ,33.2 ,2018-08-01 11:41 ,26.2 ,2018-08-01 00:01 ,... ,79 ,57 ,2018-08-01 11:49 ,2.7 ,305 ,11.0 ,299 ,2018-08-01 14:01 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
1,02,972.4 ,... ,974.0 ,2018-08-02 08:42 ,967.6 ,2018-08-02 16:21 ,29.4 ,35.1 ,2018-08-02 09:34 ,24.8 ,2018-08-02 06:52 ,... ,74 ,54 ,2018-08-02 14:11 ,2.7 ,246 ,12.6 ,238 ,2018-08-02 11:24 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
2,03,973.4 ,... ,... , ,... , ,28.2 ,... , ,... , ,... ,78 ,... , ,1.9 ,248 ,... ,... , ,15.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
3,04,975.5 ,... ,976.8 ,2018-08-04 22:52 ,970.8 ,2018-08-04 17:22 ,27.6 ,31.8 ,2018-08-04 10:21 ,22.5 ,2018-08-04 15:41 ,... ,83 ,61 ,2018-08-04 10:21 ,1.3 ,11 ,8.8 ,153 ,2018-08-04 15:27 ,0.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
4,05,976.3 ,... ,978.1 ,2018-08-05 07:21 ,973.5 ,2018-08-05 00:01 ,28.8 ,35.7 ,2018-08-05 09:41 ,24.1 ,2018-08-05 00:01 ,... ,78 ,63 ,2018-08-05 11:42 ,1.5 ,249 ,7.1 ,2 ,2018-08-05 13:42 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
5,06,975.3 ,... ,977.4 ,2018-08-06 07:51 ,970.2 ,2018-08-06 16:52 ,28.4 ,31.9 ,2018-08-06 15:44 ,22.7 ,2018-08-06 05:12 ,... ,78 ,63 ,2018-08-06 15:35 ,2.5 ,228 ,11.0 ,78 ,2018-08-06 19:49 ,8.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
6,07,974.6 ,... ,976.3 ,2018-08-07 07:14 ,972.3 ,2018-08-07 00:01 ,28.4 ,36.0 ,2018-08-07 13:11 ,24.0 ,2018-08-07 00:01 ,... ,73 ,48 ,2018-08-07 13:11 ,2.8 ,89 ,12.1 ,92 ,2018-08-07 19:31 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
7,08,974.8 ,... ,976.0 ,2018-08-08 09:11 ,970.1 ,2018-08-08 16:01 ,28.2 ,32.3 ,2018-08-08 14:32 ,22.7 ,2018-08-08 05:31 ,... ,75 ,56 ,2018-08-08 13:51 ,2.3 ,90 ,8.8 ,102 ,2018-08-08 20:08 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
8,09,975.1 ,... ,976.3 ,2018-08-09 08:41 ,972.2 ,2018-08-09 00:01 ,27.9 ,34.2 ,2018-08-09 16:33 ,23.5 ,2018-08-09 00:01 ,... ,77 ,51 ,2018-08-09 15:23 ,1.7 ,100 ,8.2 ,289 ,2018-08-09 14:36 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
9,10,974.0 ,... ,975.5 ,2018-08-10 09:15 ,971.9 ,2018-08-10 17:34 ,28.2 ,31.3 ,2018-08-10 11:41 ,25.6 ,2018-08-10 05:01 ,... ,78 ,57 ,2018-08-10 09:01 ,1.7 ,113 ,7.7 ,299 ,2018-08-10 12:33 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
10,11,971.1 ,... ,973.8 ,2018-08-11 00:01 ,968.7 ,2018-08-11 16:21 ,28.0 ,35.1 ,2018-08-11 15:14 ,25.0 ,2018-08-11 03:46 ,... ,83 ,67 ,2018-08-11 10:31 ,1.8 ,346 ,9.3 ,16 ,2018-08-11 14:37 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
11,12,967.4 ,... ,969.7 ,2018-08-12 00:01 ,965.5 ,2018-08-12 16:01 ,27.3 ,29.7 ,2018-08-12 11:22 ,25.0 ,2018-08-12 12:58 ,... ,87 ,75 ,2018-08-12 12:14 ,1.8 ,304 ,10.4 ,284 ,2018-08-12 12:33 ,2.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
12,13,969.2 ,... ,971.2 ,2018-08-13 23:21 ,967.4 ,2018-08-13 00:03 ,28.4 ,35.6 ,2018-08-13 18:24 ,23.9 ,2018-08-13 05:02 ,... ,81 ,66 ,2018-08-13 08:51 ,2.2 ,93 ,12.6 ,83 ,2018-08-13 16:00 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
13,14,970.1 ,... ,971.3 ,2018-08-14 07:41 ,965.9 ,2018-08-14 17:39 ,26.5 ,34.2 ,2018-08-14 15:36 ,22.1 ,2018-08-14 18:59 ,... ,89 ,77 ,2018-08-14 01:41 ,1.4 ,233 ,7.7 ,266 ,2018-08-14 19:54 ,12.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
14,15,971.3 ,... ,972.5 ,2018-08-15 22:33 ,970.2 ,2018-08-15 00:51 ,27.3 ,33.7 ,2018-08-15 18:12 ,25.0 ,2018-08-15 02:14 ,... ,83 ,69 ,2018-08-15 15:11 ,2.0 ,302 ,11.5 ,315 ,2018-08-15 13:50 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
15,16,970.7 ,... ,972.2 ,2018-08-16 00:03 ,968.9 ,2018-08-16 16:21 ,28.0 ,33.5 ,2018-08-16 12:01 ,25.9 ,2018-08-16 04:45 ,... ,79 ,64 ,2018-08-16 14:51 ,2.4 ,242 ,11.5 ,238 ,2018-08-16 08:36 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
16,17,970.0 ,... ,972.8 ,2018-08-17 23:31 ,967.9 ,2018-08-17 14:42 ,28.5 ,33.7 ,2018-08-17 13:11 ,25.3 ,2018-08-17 20:02 ,... ,78 ,52 ,2018-08-17 11:45 ,1.7 ,93 ,9.3 ,229 ,2018-08-17 14:34 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
17,18,972.5 ,... ,973.9 ,2018-08-18 20:49 ,971.3 ,2018-08-18 16:21 ,27.8 ,34.7 ,2018-08-18 17:55 ,26.4 ,2018-08-18 06:01 ,... ,83 ,71 ,2018-08-18 16:11 ,1.4 ,342 ,7.1 ,360 ,2018-08-18 14:03 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
18,19,974.1 ,... ,975.8 ,2018-08-19 21:31 ,970.1 ,2018-08-19 15:06 ,27.0 ,32.8 ,2018-08-19 18:13 ,22.7 ,2018-08-19 18:38 ,... ,85 ,64 ,2018-08-19 10:21 ,1.5 ,242 ,7.1 ,290 ,2018-08-19 12:52 ,11.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
19,20,973.4 ,... ,975.3 ,2018-08-20 00:01 ,971.8 ,2018-08-20 17:51 ,27.3 ,34.8 ,2018-08-20 14:21 ,23.1 ,2018-08-20 06:51 ,... ,84 ,69 ,2018-08-20 14:15 ,1.1 ,114 ,7.1 ,289 ,2018-08-20 14:21 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
20,21,970.9 ,... ,972.5 ,2018-08-21 00:01 ,969.1 ,2018-08-21 16:12 ,27.8 ,33.3 ,2018-08-21 19:11 ,26.1 ,2018-08-21 05:06 ,... ,84 ,71 ,2018-08-21 13:41 ,1.4 ,11 ,8.2 ,339 ,2018-08-21 14:14 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
21,22,968.7 ,... ,970.8 ,2018-08-22 08:32 ,966.4 ,2018-08-22 16:35 ,28.3 ,32.4 ,2018-08-22 13:42 ,25.3 ,2018-08-22 05:41 ,... ,80 ,62 ,2018-08-22 13:44 ,2.3 ,99 ,11.5 ,86 ,2018-08-22 20:30 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
22,23,966.0 ,... ,968.0 ,2018-08-23 00:12 ,964.1 ,2018-08-23 14:51 ,27.8 ,33.4 ,2018-08-23 22:41 ,25.0 ,2018-08-23 23:33 ,... ,82 ,69 ,2018-08-23 14:24 ,4.2 ,80 ,14.3 ,90 ,2018-08-23 11:22 ,0.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
23,24,967.6 ,... ,969.4 ,2018-08-24 21:31 ,965.8 ,2018-08-24 02:29 ,25.9 ,32.2 ,2018-08-24 18:41 ,21.4 ,2018-08-24 18:41 ,... ,91 ,77 ,2018-08-24 14:32 ,1.9 ,9 ,7.1 ,301 ,2018-08-24 00:24 ,2.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
24,25,968.8 ,... ,970.0 ,2018-08-25 08:45 ,964.8 ,2018-08-25 14:55 ,26.8 ,31.9 ,2018-08-25 20:02 ,23.5 ,2018-08-25 14:55 ,... ,88 ,79 ,2018-08-25 12:04 ,1.8 ,105 ,11.0 ,115 ,2018-08-25 21:20 ,8.5 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
25,26,970.7 ,... ,973.3 ,2018-08-26 22:51 ,967.2 ,2018-08-26 14:51 ,26.3 ,30.3 ,2018-08-26 17:01 ,22.3 ,2018-08-26 16:41 ,... ,89 ,75 ,2018-08-26 09:14 ,1.4 ,251 ,8.2 ,308 ,2018-08-26 12:50 ,5.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
26,27,974.3 ,... ,977.1 ,2018-08-27 21:11 ,972.0 ,2018-08-27 04:21 ,25.6 ,30.4 ,2018-08-27 22:51 ,23.3 ,2018-08-27 21:41 ,... ,90 ,75 ,2018-08-27 11:33 ,1.5 ,50 ,6.6 ,302 ,2018-08-27 17:02 ,5.0 ,... ,... , ,... , ,... ,... ,... ,... ,... ,... , ,... 
