,EI,id,long,lat
1,-0.04004499437570289,466880,121.44200000000001,24.9976
2,0.1451743532058493,466900,121.4489,25.1649
3,0.8285714285714287,466910,121.5297,25.1826
4,-0.03402699662542184,466920,121.5149,25.0377
5,0.4435433070866141,466930,121.5445,25.1621
6,-0.11428571428571388,466940,121.7405,25.1333
7,0.5714285714285714,466950,122.0797,25.628
8,0.0,466990,121.6133,23.9751
10,0.13957255343082112,467060,121.8574,24.5967
11,0.025669291338582638,467080,121.7565,24.764
12,0.25241844769403826,467110,118.2893,24.4073
13,0.0,467300,119.6675,23.256999999999998
14,0.0,467350,119.5631,23.5655
15,-0.0,467410,120.2048,22.9932
16,-0.0,467420,120.2367,23.0384
17,-0.0,467440,120.3157,22.566
18,-0.0,467480,120.4329,23.4959
19,-0.033025871766029134,467490,120.6841,24.1457
20,0.9540372670807454,467530,120.8132,23.5082
21,-0.14229471316085487,467540,120.9038,22.3557
22,0.3518747656542932,467550,120.9595,23.4876
23,0.056355455568054165,467571,121.0142,24.8279
24,-0.0,467590,120.7463,22.0039
25,0.0,467610,121.3734,23.0975
26,0.09403824521934759,467620,121.5583,22.037
27,0.4841732283464567,467650,120.9081,23.8813
28,-0.0,467660,121.1546,22.7522
29,0.033284589426321766,467770,120.5234,24.256
31,0.8857142857142856,467990,119.9234,26.1693
32,0.0,C0A520,121.402,24.9749
33,0.07086614173228344,C0A530,121.7094,24.9382
34,0.031046119235095506,C0A540,121.7459,24.8928
35,0.2142857142857143,C0A550,121.8237,24.9712
36,0.00607424071990999,C0A560,121.5028,24.7762
37,0.10629921259842524,C0A570,121.598,24.8482
38,0.009673790776152947,C0A580,121.5463,24.9224
39,0.05669291338582685,C0A640,121.6629,24.9939
40,0.11074240719910027,C0A650,121.7429,25.0027
41,0.0,C0A660,121.8011,25.1132
42,0.0,C0A860,121.633,25.1659
43,0.1604049493813274,C0A870,121.6087,25.1322
44,-0.014285714285714457,C0A880,121.9421,25.0178
45,-0.0560179977502813,C0A890,121.8642,25.035999999999998
46,0.33745781777277845,C0A920,121.5653,25.2638
48,0.17142857142857137,C0A940,121.64399999999999,25.2236
49,0.0,C0A950,121.9234,25.129
50,0.19319460067491565,C0A970,122.0021,25.0076
51,0.014848143982002274,C0A980,121.4697,25.1095
52,-0.006524184476940359,C0A9A0,121.5429,25.078000000000003
53,0.004274465691788578,C0A9B0,121.5138,25.1163
54,0.033408323959505,C0A9C0,121.5372,25.1175
55,-0.013498312710911087,C0A9E0,121.50299999999999,25.0903
56,-0.03037120359955,C0A9F0,121.5755,25.0794
59,0.0,C0AC40,121.5224,25.1757
60,0.0,C0AC60,121.3697,24.939
61,-0.0,C0AC70,121.5646,25.0378
62,-0.02204724409448811,C0AC80,121.5757,25.0024
63,-0.011023622047244129,C0ACA0,121.4468,25.0515
64,0.48571428571428554,C0AD00,121.5019,25.2581
65,0.1031496062992125,C0AD10,121.4039,25.1502
66,0.024634420697412895,C0AD30,121.4723,25.0866
67,-0.04634420697412807,C0AD40,121.4452,24.9732
68,0.010236220472440908,C0AD50,121.3463,24.9515
77,0.30916760404949384,C0C460,121.3523,24.8202
78,0.028008998875140686,C0C480,121.3232,24.9924
80,0.13785151856017988,C0C520,121.1853,24.9676
81,0.10461192350956132,C0C540,121.226,25.0478
82,0.16467941507311576,C0C590,121.1533,25.0271
84,0.13768278965129366,C0C630,121.2655,24.8829
85,0.16557930258717674,C0C650,121.2146,24.8975
89,0.1889763779527559,C0D360,121.2086,24.6783
90,0.0845894263217099,C0D390,121.1739,24.7982
92,0.3012373453318337,C0D480,121.1508,24.8497
93,0.09730033745781781,C0D540,121.1169,24.7112
94,1.0,C0D550,121.1161,24.526999999999997
95,0.0849268841394826,C0D560,121.0579,24.7671
96,0.000731158605174362,C0D570,120.9055,24.7469
97,0.11642294713160833,C0D580,121.0252,24.735
98,0.23329583802024736,C0D590,120.9772,24.8707
101,0.03543307086614172,C0E420,120.8889,24.709
102,-0.012204724409448966,C0E430,121.0002,24.6018
108,0.48571428571428554,C0E610,120.9302,24.4513
109,-0.0755905511811021,C0E730,120.9122,24.6882
255,-0.0,C0R280,120.8368,22.0761
256,-0.0,C0R350,120.7358,21.9218
257,-0.0,C0R360,120.8022,21.9456
258,-0.0,C0R370,120.8446,21.991999999999997
259,0.0,C0R380,120.5896,22.3694
260,-0.0,C0R400,120.6927,22.1902
261,0.12958380202474695,C0R420,120.8406,22.1678
278,0.0,C0S680,121.0392,22.9198
279,-0.0,C0S690,120.9853,22.609
280,-0.0,C0S700,121.0056,22.6849
281,-0.0,C0S710,121.12299999999999,22.9177
282,0.14769403824521946,C0S730,121.4753,22.6672
283,-0.0,C0S740,121.2095,23.1196
284,0.6838536630289634,C0S750,120.9861,23.2484
285,0.0,C0S760,121.1262,23.0691
286,-0.17210348706411704,C0S770,120.9433,22.4785
287,-0.1771653543307086,C0S790,120.9669,22.5381
288,-0.0,C0S810,121.304,22.9727
289,-0.0,C0S830,121.412,23.2868
290,-0.524409448818898,C0S840,120.8892,22.2797
293,0.027784026996625442,C0T820,121.4956,24.1796
294,0.011417322834645655,C0T870,121.5089,23.9356
296,-0.010629921259842552,C0T960,121.425,23.6607
297,0.059055118110236254,C0T9A0,121.5398,23.8099
298,0.2854893138357705,C0T9B0,121.5372,23.9919
299,0.006074240719910009,C0T9D0,121.741,24.2668
300,0.11220472440944874,C0T9E0,121.58200000000001,23.8806
301,-0.0013498312710911017,C0T9F0,121.5425,23.7971
302,0.059223847019122644,C0T9G0,121.4201,23.7353
303,0.10517435320584924,C0T9H0,121.5274,23.6829
304,0.015748031496062978,C0T9I0,121.5148,23.5839
305,0.06411698537682789,C0T9M0,121.495,23.4552
306,-0.8122609673790775,C0U520,121.6413,24.753
307,0.04055118110236215,C0U600,121.7655,24.8175
309,0.34285714285714264,C0U650,121.5871,24.6753
310,0.22643419572553436,C0U710,121.5257,24.5055
311,0.0,C0U750,121.9531,24.8417
312,-0.034758155230596235,C0U760,121.8331,24.5219
313,-0.001856017997750265,C0U770,121.8102,24.4494
392,0.0,C0Z050,121.2132,23.3457
393,-0.0,C0Z061,121.3397,23.3215
394,-0.0,C0Z070,121.3741,23.4681
