,EI,id,long,lat
1,-0.2096062992125987,466880,121.44200000000001,24.9976
2,-0.0,466900,121.4489,25.1649
3,0.13984251968503938,466910,121.5297,25.1826
4,-0.404314960629921,466920,121.5149,25.0377
5,0.2811023622047243,466930,121.5445,25.1621
6,-0.0,466940,121.7405,25.1333
7,0.0,466950,122.0797,25.628
8,0.07999999999999974,466990,121.6133,23.9751
10,0.3606349206349207,467060,121.8574,24.5967
11,-0.07530708661417343,467080,121.7565,24.764
12,-0.0,467110,118.2893,24.4073
13,0.0,467300,119.6675,23.256999999999998
14,0.0,467350,119.5631,23.5655
15,0.04000000000000059,467410,120.2048,22.9932
16,0.14000000000000057,467420,120.2367,23.0384
17,-0.0,467440,120.3157,22.566
18,0.0,467480,120.4329,23.4959
19,0.02000000000000024,467490,120.6841,24.1457
20,0.8653543307086614,467530,120.8132,23.5082
21,-0.01682539682539683,467540,120.9038,22.3557
22,1.0,467550,120.9595,23.4876
23,-0.0,467571,121.0142,24.8279
24,0.22619047619047622,467590,120.7463,22.0039
25,0.19663492063492044,467610,121.3734,23.0975
26,0.5587301587301585,467620,121.5583,22.037
27,0.36283464566929124,467650,120.9081,23.8813
28,0.11666666666666699,467660,121.1546,22.7522
29,0.008377952755905497,467770,120.5234,24.256
31,0.0,467990,119.9234,26.1693
32,-0.10251968503937017,C0A520,121.402,24.9749
33,0.14000000000000057,C0A530,121.7094,24.9382
34,0.0763492063492062,C0A540,121.7459,24.8928
35,-0.02000000000000024,C0A550,121.8237,24.9712
36,-0.17380952380952377,C0A560,121.5028,24.7762
37,-0.039206349206349675,C0A570,121.598,24.8482
38,-0.2784251968503936,C0A580,121.5463,24.9224
39,0.0,C0A640,121.6629,24.9939
40,0.10527559055118153,C0A650,121.7429,25.0027
41,-0.018897637795275528,C0A660,121.8011,25.1132
42,-0.004488188976377907,C0A860,121.633,25.1659
43,0.1775590551181103,C0A870,121.6087,25.1322
44,0.03149606299212598,C0A880,121.9421,25.0178
45,-0.027086614173228222,C0A890,121.8642,25.035999999999998
46,0.0,C0A920,121.5653,25.2638
48,-0.0,C0A940,121.64399999999999,25.2236
49,0.06047244094488203,C0A950,121.9234,25.129
50,0.03543307086614183,C0A970,122.0021,25.0076
51,-0.23622047244094488,C0A980,121.4697,25.1095
52,-0.0,C0A9A0,121.5429,25.078000000000003
53,-0.022677165354330727,C0A9B0,121.5138,25.1163
54,-0.09921259842519688,C0A9C0,121.5372,25.1175
55,-0.001968503937007874,C0A9E0,121.50299999999999,25.0903
56,-0.0,C0A9F0,121.5755,25.0794
59,0.20078740157480315,C0AC40,121.5224,25.1757
60,-0.431574803149606,C0AC60,121.3697,24.939
61,-0.20913385826771672,C0AC70,121.5646,25.0378
62,-0.47999999999999976,C0AC80,121.5757,25.0024
63,-0.0984251968503937,C0ACA0,121.4468,25.0515
64,-0.0,C0AD00,121.5019,25.2581
65,-0.0,C0AD10,121.4039,25.1502
66,-0.02094488188976376,C0AD30,121.4723,25.0866
67,-0.1900787401574806,C0AD40,121.4452,24.9732
68,-0.1502362204724407,C0AD50,121.3463,24.9515
69,-0.3308661417322839,C0AG90,121.4904,24.9926
70,-0.15070866141732306,C0AH00,121.6588,25.0669
77,0.16228346456692888,C0C460,121.3523,24.8202
78,-0.025511811023622006,C0C480,121.3232,24.9924
79,-0.04188976377952752,C0C490,121.2833,24.9287
80,-0.0,C0C520,121.1853,24.9676
81,-0.0,C0C540,121.226,25.0478
82,-0.0,C0C590,121.1533,25.0271
83,-0.0,C0C620,121.2658,25.0843
84,-0.37070866141732334,C0C630,121.2655,24.8829
85,-0.03425196850393666,C0C650,121.2146,24.8975
89,0.28377952755905556,C0D360,121.2086,24.6783
90,-0.3400000000000005,C0D390,121.1739,24.7982
91,-0.17007874015748078,C0D430,121.0172,24.6905
92,-0.0,C0D480,121.1508,24.8497
93,-0.05999999999999939,C0D540,121.1169,24.7112
94,0.0,C0D550,121.1161,24.526999999999997
95,-0.3447244094488194,C0D560,121.0579,24.7671
96,-0.024566929133858335,C0D570,120.9055,24.7469
97,-0.15377952755905488,C0D580,121.0252,24.735
98,-0.0,C0D590,120.9772,24.8707
101,-0.007480314960630011,C0E420,120.8889,24.709
102,-0.0949606299212601,C0E430,121.0002,24.6018
103,-0.1030708661417327,C0E520,120.8709,24.4149
104,0.0,C0E530,120.766,24.4109
105,-0.0,C0E540,120.7839,24.6065
106,-0.12188976377952737,C0E550,120.8854,24.5835
107,-0.0,C0E590,120.7046,24.4719
108,0.27307086614173215,C0E610,120.9302,24.4513
109,-0.27401574803149603,C0E730,120.9122,24.6882
110,-0.1738582677165356,C0E740,120.8648,24.6371
111,-0.09133858267716534,C0E750,120.8246,24.5646
112,-0.009921259842519726,C0E780,120.7909,24.4897
113,0.1077165354330707,C0E790,120.8248,24.3128
114,-0.0,C0E810,120.7485,24.5629
115,-0.036377952755905545,C0E820,120.92,24.5391
120,0.1738582677165356,C0F000,120.5721,24.153000000000002
124,0.30000000000000004,C0F850,120.833,24.2464
125,0.6732283464566929,C0F861,121.2437,24.2475
126,-0.1204724409448817,C0F930,120.6404,24.3477
127,-0.02000000000000024,C0F970,120.7223,24.1731
128,0.5200000000000002,C0F9A0,120.7511,24.1036
129,0.0037007874015748477,C0F9I0,120.6583,24.2725
130,0.0,C0F9K0,120.588,24.3451
131,0.09543307086614196,C0F9L0,120.7297,24.3104
132,0.08740157480314985,C0F9M0,120.7207,24.2543
