,EI,id,long,lat
1,-1.2249999999999996,466880,121.44200000000001,24.9976
2,-0.3055118110236223,466900,121.4489,25.1649
3,0.47499999999999964,466910,121.5297,25.1826
4,-1.4749999999999996,466920,121.5149,25.0377
5,-0.16496062992125987,466930,121.5445,25.1621
6,-0.0,466940,121.7405,25.1333
7,0.0,466950,122.0797,25.628
8,-0.0,466990,121.6133,23.9751
9,-0.06344488188976385,467050,121.0475,25.0067
10,-0.21102362204724406,467060,121.8574,24.5967
11,-0.7710236220472436,467080,121.7565,24.764
12,-0.2541666666666666,467110,118.2893,24.4073
13,-0.0,467300,119.6675,23.256999999999998
14,-0.0,467350,119.5631,23.5655
15,-0.4654133858267721,467410,120.2048,22.9932
16,-0.23809055118110245,467420,120.2367,23.0384
17,-0.7319881889763785,467440,120.3157,22.566
18,-0.8691666666666673,467480,120.4329,23.4959
19,-0.0,467490,120.6841,24.1457
20,0.0,467530,120.8132,23.5082
21,-0.8736309523809519,467540,120.9038,22.3557
22,0.0,467550,120.9595,23.4876
23,-0.8000000000000007,467571,121.0142,24.8279
24,-0.375,467590,120.7463,22.0039
25,-0.10417322834645672,467610,121.3734,23.0975
26,0.4249999999999998,467620,121.5583,22.037
27,0.0,467650,120.9081,23.8813
28,-0.8258267716535429,467660,121.1546,22.7522
29,-0.0,467770,120.5234,24.256
31,-0.0,467990,119.9234,26.1693
32,-0.8434523809523807,C0A520,121.402,24.9749
33,-0.5983134920634926,C0A530,121.7094,24.9382
34,-0.2361111111111111,C0A540,121.7459,24.8928
35,-0.36811023622047306,C0A550,121.8237,24.9712
36,-0.0,C0A560,121.5028,24.7762
37,-0.23571428571428596,C0A570,121.598,24.8482
38,-1.1500000000000004,C0A580,121.5463,24.9224
39,-0.5463517416029852,C0A640,121.6629,24.9939
40,-0.5999999999999996,C0A650,121.7429,25.0027
41,-0.0,C0A660,121.8011,25.1132
42,-0.0,C0A860,121.633,25.1659
43,0.0015748031496063215,C0A870,121.6087,25.1322
44,-0.0,C0A880,121.9421,25.0178
45,-0.13641732283464575,C0A890,121.8642,25.035999999999998
46,-0.08277559055118107,C0A920,121.5653,25.2638
48,-0.0,C0A940,121.64399999999999,25.2236
49,-0.0,C0A950,121.9234,25.129
50,-0.0,C0A970,122.0021,25.0076
51,-1.25,C0A980,121.4697,25.1095
52,-0.9055118110236223,C0A9A0,121.5429,25.078000000000003
53,-1.4000000000000004,C0A9B0,121.5138,25.1163
54,-1.1763779527559048,C0A9C0,121.5372,25.1175
55,-1.2676181102362198,C0A9E0,121.50299999999999,25.0903
56,-1.625,C0A9F0,121.5755,25.0794
59,0.4249999999999998,C0AC40,121.5224,25.1757
60,-1.0095238095238088,C0AC60,121.3697,24.939
61,-1.2750000000000004,C0AC70,121.5646,25.0378
62,-1.0999999999999996,C0AC80,121.5757,25.0024
63,-1.2249999999999996,C0ACA0,121.4468,25.0515
64,-0.0,C0AD00,121.5019,25.2581
65,-0.028346456692913368,C0AD10,121.4039,25.1502
66,-0.9000000000000004,C0AD30,121.4723,25.0866
67,-1.0,C0AD40,121.4452,24.9732
68,-1.0250000000000004,C0AD50,121.3463,24.9515
69,-1.0776785714285717,C0AG90,121.4904,24.9926
70,-0.1784448818897639,C0AH00,121.6588,25.0669
77,-0.0,C0C460,121.3523,24.8202
78,-0.40748031496063,C0C480,121.3232,24.9924
79,-1.5891732283464564,C0C490,121.2833,24.9287
80,-0.13277559055118102,C0C520,121.1853,24.9676
81,-0.0,C0C540,121.226,25.0478
82,-0.0,C0C590,121.1533,25.0271
83,-0.04429133858267716,C0C620,121.2658,25.0843
84,-0.640748031496063,C0C630,121.2655,24.8829
85,-0.484251968503937,C0C650,121.2146,24.8975
89,-0.0,C0D360,121.2086,24.6783
90,-0.0,C0D390,121.1739,24.7982
91,-0.18214285714285733,C0D430,121.0172,24.6905
92,-0.510714285714286,C0D480,121.1508,24.8497
93,-0.0,C0D540,121.1169,24.7112
94,0.0,C0D550,121.1161,24.526999999999997
95,-0.40000000000000036,C0D560,121.0579,24.7671
96,-0.4335317460317455,C0D570,120.9055,24.7469
97,-0.11428571428571438,C0D580,121.0252,24.735
98,-0.34999999999999964,C0D590,120.9772,24.8707
101,-0.21250000000000013,C0E420,120.8889,24.709
102,-0.0,C0E430,121.0002,24.6018
103,-0.0,C0E520,120.8709,24.4149
104,-0.0,C0E530,120.766,24.4109
105,-0.25634920634920616,C0E540,120.7839,24.6065
106,-0.0,C0E550,120.8854,24.5835
107,-0.0,C0E590,120.7046,24.4719
108,0.13316929133858285,C0E610,120.9302,24.4513
