,EI,id,long,lat
1,-0.6701190476190476,466880,121.44200000000001,24.9976
2,-0.5681889763779532,466900,121.4489,25.1649
3,0.0,466910,121.5297,25.1826
4,-1.0500000000000007,466920,121.5149,25.0377
5,0.0,466930,121.5445,25.1621
6,-0.43887795275590546,466940,121.7405,25.1333
7,0.17499999999999982,466950,122.0797,25.628
8,-0.0,466990,121.6133,23.9751
10,-0.0,467060,121.8574,24.5967
11,-0.29066929133858227,467080,121.7565,24.764
12,-0.37417322834645667,467110,118.2893,24.4073
13,-0.00283464566929138,467300,119.6675,23.256999999999998
14,-0.0,467350,119.5631,23.5655
15,-0.8499999999999996,467410,120.2048,22.9932
16,-1.0500000000000007,467420,120.2367,23.0384
17,-0.3694444444444442,467440,120.3157,22.566
18,-0.5750000000000002,467480,120.4329,23.4959
19,-0.48289370078740207,467490,120.6841,24.1457
20,0.41275382082657613,467530,120.8132,23.5082
21,-0.0,467540,120.9038,22.3557
22,0.17288135593220338,467550,120.9595,23.4876
23,-0.7743307086614172,467571,121.0142,24.8279
24,-0.3225396825396829,467590,120.7463,22.0039
25,-0.1750000000000007,467610,121.3734,23.0975
26,0.6749999999999998,467620,121.5583,22.037
27,0.3250000000000002,467650,120.9081,23.8813
28,-0.0,467660,121.1546,22.7522
29,-0.0,467770,120.5234,24.256
31,-0.0,467990,119.9234,26.1693
32,-0.5746031746031751,C0A520,121.402,24.9749
33,-0.2073412698412701,C0A530,121.7094,24.9382
34,-0.22261904761904816,C0A540,121.7459,24.8928
35,-0.1999999999999993,C0A550,121.8237,24.9712
36,-0.0,C0A560,121.5028,24.7762
37,-0.0,C0A570,121.598,24.8482
38,-0.0,C0A580,121.5463,24.9224
39,-0.09010130538999747,C0A640,121.6629,24.9939
40,-0.3000000000000007,C0A650,121.7429,25.0027
41,-0.625,C0A660,121.8011,25.1132
42,-0.37962598425196825,C0A860,121.633,25.1659
43,0.5,C0A870,121.6087,25.1322
44,-0.20413385826771688,C0A880,121.9421,25.0178
45,-0.5819881889763786,C0A890,121.8642,25.035999999999998
46,-0.4984251968503934,C0A920,121.5653,25.2638
48,-0.8999015748031499,C0A940,121.64399999999999,25.2236
49,-0.0,C0A950,121.9234,25.129
50,-0.2929133858267718,C0A970,122.0021,25.0076
51,-1.3499999999999996,C0A980,121.4697,25.1095
52,-0.7750000000000004,C0A9A0,121.5429,25.078000000000003
53,-1.2750000000000004,C0A9B0,121.5138,25.1163
54,-0.75,C0A9C0,121.5372,25.1175
55,-1.0,C0A9E0,121.50299999999999,25.0903
56,-1.0999999999999996,C0A9F0,121.5755,25.0794
59,0.25,C0AC40,121.5224,25.1757
60,-0.10277777777777786,C0AC60,121.3697,24.939
61,-0.9000000000000004,C0AC70,121.5646,25.0378
62,-1.0250000000000004,C0AC80,121.5757,25.0024
63,-0.7333333333333338,C0ACA0,121.4468,25.0515
64,-0.3399606299212603,C0AD00,121.5019,25.2581
65,-0.3624999999999998,C0AD10,121.4039,25.1502
66,-0.8499999999999996,C0AD30,121.4723,25.0866
67,-0.0,C0AD40,121.4452,24.9732
68,-0.49434523809523767,C0AD50,121.3463,24.9515
77,0.0,C0C460,121.3523,24.8202
78,-0.8499999999999996,C0C480,121.3232,24.9924
80,-0.34999999999999964,C0C520,121.1853,24.9676
81,-0.40000000000000036,C0C540,121.226,25.0478
82,-0.5999999999999996,C0C590,121.1533,25.0271
84,-0.0,C0C630,121.2655,24.8829
85,-0.03273809523809528,C0C650,121.2146,24.8975
89,-0.0,C0D360,121.2086,24.6783
90,-0.19087301587301597,C0D390,121.1739,24.7982
92,-0.07748015873015883,C0D480,121.1508,24.8497
93,-0.45863095238095186,C0D540,121.1169,24.7112
94,0.567379747597964,C0D550,121.1161,24.526999999999997
95,-0.5749999999999993,C0D560,121.0579,24.7671
96,-1.0705708661417317,C0D570,120.9055,24.7469
97,-0.5999999999999996,C0D580,121.0252,24.735
98,-0.26771653543307133,C0D590,120.9772,24.8707
101,-0.9575787401574809,C0E420,120.8889,24.709
102,-0.5250000000000006,C0E430,121.0002,24.6018
108,0.04999999999999982,C0E610,120.9302,24.4513
109,-1.0999999999999996,C0E730,120.9122,24.6882
126,-0.010334645669291338,C0F930,120.6404,24.3477
129,-0.05374015748031499,C0F9I0,120.6583,24.2725
145,-0.0,C0G620,120.6213,24.0157
255,-0.05714285714285727,C0R280,120.8368,22.0761
256,-0.47499999999999964,C0R350,120.7358,21.9218
257,-0.08809523809523831,C0R360,120.8022,21.9456
258,-0.1884920634920635,C0R370,120.8446,21.991999999999997
259,-1.625,C0R380,120.5896,22.3694
260,-2.030753968253968,C0R400,120.6927,22.1902
261,0.0,C0R420,120.8406,22.1678
278,0.0,C0S680,121.0392,22.9198
279,-0.0,C0S690,120.9853,22.609
280,-0.0,C0S700,121.0056,22.6849
281,-0.028571428571428525,C0S710,121.12299999999999,22.9177
282,-0.16041666666666732,C0S730,121.4753,22.6672
283,-0.9250000000000007,C0S740,121.2095,23.1196
284,0.0,C0S750,120.9861,23.2484
285,0.8100000000000004,C0S760,121.1262,23.0691
286,-0.0,C0S770,120.9433,22.4785
287,-0.0,C0S790,120.9669,22.5381
288,-0.690773809523809,C0S810,121.304,22.9727
289,-0.25354330708661393,C0S830,121.412,23.2868
290,-0.04206349206349204,C0S840,120.8892,22.2797
293,-0.0,C0T820,121.4956,24.1796
294,-0.10984251968503941,C0T870,121.5089,23.9356
295,-0.09350393700787402,C0T900,121.4415,23.8119
296,-0.06692913385826768,C0T960,121.425,23.6607
297,0.018208661417322834,C0T9A0,121.5398,23.8099
298,0.15255905511811024,C0T9B0,121.5372,23.9919
299,-0.0,C0T9D0,121.741,24.2668
300,0.015059055118110272,C0T9E0,121.58200000000001,23.8806
301,-0.015354330708661271,C0T9F0,121.5425,23.7971
302,-0.10984251968503941,C0T9G0,121.4201,23.7353
303,-0.1509842519685036,C0T9H0,121.5274,23.6829
304,-0.0844488188976379,C0T9I0,121.5148,23.5839
305,-0.010137795275590696,C0T9M0,121.495,23.4552
306,0.3250000000000002,C0U520,121.6413,24.753
307,-0.2626968503937012,C0U600,121.7655,24.8175
309,-0.2047244094488189,C0U650,121.5871,24.6753
310,0.5693468546839027,C0U710,121.5257,24.5055
311,-0.0,C0U750,121.9531,24.8417
312,-0.0,C0U760,121.8331,24.5219
313,-0.0,C0U770,121.8102,24.4494
314,-0.28346456692913385,C0U780,121.7979,24.6864
391,-0.6500000000000004,C0Z020,121.2623,23.2087
392,0.7999999999999998,C0Z050,121.2132,23.3457
393,-0.9000000000000004,C0Z061,121.3397,23.3215
394,-0.25984251968503924,C0Z070,121.3741,23.4681
